"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/10/2015","Trader Joe's","TRADER JOE'S # 072 EMERYVILLE CA411429  06/10","8.77","debit","Groceries","Day to Day","",""
"6/08/2015","ATM Fee","NON-CHASE ATM WITHDRAW494800  06/06*SUNSET S","3.00","debit","ATM Fee","Day to Day","",""
"6/08/2015","ATM Withdrawal","NON-CHASE ATM WITHDRAW494800  06/06*SUNSET S","60.00","debit","Cash & ATM","Day to Day","",""
"6/08/2015","Ruby's Cafe","RUBY'S CAFE EMERYVILLE CA06/05","8.50","debit","Restaurants","Day to Day","",""
"6/08/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 054960  06/07","35.88","debit","Groceries","Day to Day","",""
"6/08/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 080028  06/08","19.15","debit","Groceries","Day to Day","",""
"6/08/2015","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   506921  06/08","40.67","debit","Groceries","Day to Day","",""
"6/08/2015","ATM Fee","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","Day to Day","",""
"6/08/2015","Columbia Sportswear","COLUMBIA SPORTSWEAR 426","409.44","debit","Clothing","CREDIT CARD","",""
"6/08/2015","Shell","SHELL OIL 57444216105","56.30","debit","Gas & Fuel","CREDIT CARD","",""
"6/05/2015","Another Cafe","SQ *ANOTHER CAFE San Francisco CA            06/04","9.73","debit","Restaurants","Day to Day","",""
"6/04/2015","Lyft","LYFT   *RIDE WED 7PM 855-280-0278 CA         06/03","6.00","debit","Rental Car & Taxi","Day to Day","",""
"6/03/2015","Black Diamond Cafe LLC","BLACK DIAMOND CAFE EMERYVILLE CA06/01","10.40","debit","Restaurants","Day to Day","",""
"6/02/2015","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"6/01/2015","Safeway","SAFEWAY STORE     26 San Francisco CA        05/31 Purchase $36.","96.34","debit","Groceries","Day to Day","",""
"6/01/2015","Transfer to CREDIT CARD","CHASE            AUTOPAY    000000000036376 PPD ID: 4760039224","611.25","debit","Credit Card Payment","Day to Day","",""
"6/01/2015","Lyft","LYFT   *RIDE SAT 10AM 855-280-0278 CA        05/31","13.09","debit","Rental Car & Taxi","Day to Day","",""
"6/01/2015","Transfer from Day to Day","AUTOMATIC PAYMENT - THANK","611.25","credit","Credit Card Payment","CREDIT CARD","",""
"5/29/2015","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"5/29/2015","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1855.49","credit","Paycheck","Day to Day","",""
"5/29/2015","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","400.00","debit","Transfer","Day to Day","",""
"5/28/2015","Fastrak","FASTRAK CSC 415-486-8655 CA05/26","130.00","debit","Auto & Transport","Day to Day","",""
"5/27/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 552484  05/27","12.10","debit","Groceries","Day to Day","",""
"5/27/2015","Sqc Sharon Ca","SQC*SHARON .  / CA05/26","1100.00","debit","Mortgage & Rent","Day to Day","",""
"5/27/2015","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   035336  05/27","19.73","debit","Groceries","Day to Day","",""
"5/27/2015","Target","TARGET T2 TARGET T2767 OAKLAND CA            05/27","20.82","debit","Shopping","Day to Day","",""
"5/27/2015","Chevron","CHEVRON 00208478","55.74","debit","Gas & Fuel","CREDIT CARD","",""
"5/27/2015","Nara Sushi","NARA SUSHI","26.53","debit","Restaurants","CREDIT CARD","",""
"5/26/2015","Venmo Ccd Id","VENMO            PAYMENT    68904925        CCD ID: 2264681992","70.00","debit","Uncategorized","Day to Day","",""
"5/26/2015","AES","AES              STDNT LOANPPD ID: E231693362","274.34","debit","Student Loan","Day to Day","",""
"5/26/2015","Trader Joe's","TRADER JOE'S # 072 EMERYVILLE CA411783  05/26","26.06","debit","Groceries","Day to Day","",""
"5/22/2015","Village Pub","VILLAGE PETS & SUPPL SAN FRANCISCO CA434171  05/22","17.39","debit","Alcohol & Bars","Day to Day","",""
"5/22/2015","Fashion Exchange","FASHION EXCHANGE INC SAN FRANCISCO CA895018  05/22","20.76","debit","Shopping","Day to Day","",""
"5/22/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 724316  05/22","1.80","debit","Groceries","Day to Day","",""
"5/22/2015","Madera Cigarette Store","MADERA CIGARETTE STORE MADERA CA182559  05/22","4.81","debit","Food & Dining","Day to Day","",""
"5/22/2015","Shell","SHELL Service Station LIVERMORECA   013450  05/22","54.01","debit","Gas & Fuel","Day to Day","",""
"5/22/2015","Save Mart","SAVEMART #376 MADERA C MADERA CA810634  05/22","19.98","debit","Groceries","Day to Day","",""
"5/22/2015","Sp Biossance","SP * BIOSSANCE","63.08","debit","Uncategorized","CREDIT CARD","",""
"5/21/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 668934  05/21","18.54","debit","Groceries","Day to Day","",""
"5/21/2015","Beverages & More","BEVERAGES & MORE #116 EMERYVILLECA  447816  05/21","36.33","debit","Alcohol & Bars","Day to Day","",""
"5/19/2015","North Beach Pizza","NORTH BEACH PIZZA SAN FRANCISCOCA           05/17","3.50","debit","Food & Dining","Day to Day","",""
"5/18/2015","Poquito","POQUITO SAN FRANCISCO CA05/16","37.00","debit","Restaurants","Day to Day","",""
"5/18/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 520724  05/18","24.96","debit","Groceries","Day to Day","",""
"5/18/2015","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   596075  05/18","17.32","debit","Groceries","Day to Day","",""
"5/18/2015","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","1363.20","credit","Transfer","Day to Day","",""
"5/18/2015","Yummas","YUMMA`S SAN FRANCISCO CA05/15","21.97","debit","Restaurants","Day to Day","",""
"5/18/2015","Fastrak","FASTRAK CSC 415-486-8655 CA05/16","65.00","debit","Auto & Transport","Day to Day","",""
"5/18/2015","Fashion Exchange","FASHION EXCHANGE INC SAN FRANCISCO CA        05/16","9.34","debit","Shopping","Day to Day","",""
"5/18/2015","ATM Withdrawal","ATM WITHDRAWAL003961  05/161500 POLK","60.00","debit","Cash & ATM","Day to Day","",""
"5/18/2015","Costumeparty","COSTUMEPARTY! S.F. CA756129  05/16","30.45","debit","Shopping","Day to Day","",""
"5/15/2015","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1991.43","credit","Paycheck","Day to Day","",""
"5/15/2015","Planet Granite B","PLANET GRANITE B DUESPPD ID: 2943391093","77.00","debit","Gym","Day to Day","",""
"5/15/2015","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","411.97","credit","Paycheck","Day to Day","",""
"5/15/2015","Chevron","CHEVRON 00090535","12.83","debit","Gas & Fuel","CREDIT CARD","",""
"5/14/2015","Spotify","Spotify USA 877-778-1161 NY05/13","9.99","debit","Music","Day to Day","",""
"5/14/2015","Shell","SHELL OIL 57444216501","58.16","debit","Gas & Fuel","CREDIT CARD","",""
"5/13/2015","Social House Inc","TAPS SOCIAL HOUSE & SAN FRANCISCO CA         05/12","35.50","debit","Uncategorized","Day to Day","",""
"5/13/2015","PayPal","PAYPAL           INST XFER  CHELSEALYNN     WEB ID: PAYPALSI77","90.00","debit","Shopping","Day to Day","",""
"5/13/2015","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   443298  05/13","24.77","debit","Groceries","Day to Day","",""
"5/11/2015","Lyft","LYFT   *RIDE FRI 6PM 855-280-0278 CA         05/08","13.77","debit","Rental Car & Taxi","Day to Day","",""
"5/11/2015","BART","BART-POWELL        Q SAN FRANCISCO CA        05/08","1.85","debit","Public Transportation","Day to Day","",""
"5/11/2015","The Winery SF","THE WINERY SF SAN FRANCISCO CA05/09","10.00","debit","Business Services","Day to Day","",""
"5/11/2015","Whole Foods","WHOLEFDS FRK 100 176 San Francisco CA913940  05/10","15.75","debit","Groceries","Day to Day","",""
"5/08/2015","AT&T","AT&T PARK CONCESS 76 SAN FRANCISCO CA        05/05","43.00","debit","Home Phone","Day to Day","",""
"5/07/2015","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   495818  05/07","28.75","debit","Groceries","Day to Day","",""
"5/07/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 898415  05/07","8.98","debit","Groceries","Day to Day","",""
"5/06/2015","Vik's Chaat Corner","VIKS CHAAT CORNER BERKELEY CA05/04","11.77","debit","Restaurants","Day to Day","",""
"5/06/2015","21ST Amendment Brewery Cafe","21ST AMENDMENT BRE SAN FRANCISCOCA          05/05","14.00","debit","Restaurants","Day to Day","",""
"5/06/2015","21ST Amendment Brewery Cafe","21ST AMENDMENT BRE SAN FRANCISCOCA          05/05","21.00","debit","Restaurants","Day to Day","",""
"5/06/2015","Whole Foods","WHOLEFDS STN 103 690 San Francisco CA213110  05/06","27.97","debit","Groceries","Day to Day","",""
"5/06/2015","Travel Guard Group","TRAVEL GUARD GROUP INC","73.61","debit","Travel","CREDIT CARD","",""
"5/06/2015","Rainier Mountaineering In","RAINIER MOUNTAINEERING IN","1742.00","debit","Uncategorized","CREDIT CARD","",""
"5/04/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 019032  05/04","26.42","debit","Groceries","Day to Day","",""
"5/04/2015","Lucca Delicatessen","LUCCA DELICATESSEN SAN FRANCISCOCA          05/03","11.15","debit","Restaurants","Day to Day","",""
"5/04/2015","Another Cafe","SQ *ANOTHER CAFE San Francisco CA            05/03","2.50","debit","Restaurants","Day to Day","",""
"5/04/2015","Le Beau Nob Hill Market","LE BEAU NOB HILL MAR SAN FRANCISCO CA214166  05/02","10.10","debit","Alcohol & Bars","Day to Day","",""
"5/04/2015","Arguello Supermarket","ARGUELLO SUPERMARK SAN FRANCISCOCA          05/02","8.36","debit","Groceries","Day to Day","",""
"5/04/2015","Snowbird Coffee","SNOWBIRD COFFEE SAN FRANCISCO CA05/02","2.50","debit","Coffee Shops","Day to Day","",""
"5/04/2015","Fastrak","FASTRAK CSC 415-486-8655 CA04/30","65.00","debit","Auto & Transport","Day to Day","",""
"5/04/2015","Thai Spice","THAI SPICE","28.50","debit","Restaurants","CREDIT CARD","",""
"5/01/2015","Transfer to CREDIT CARD","CHASE            AUTOPAY    000000000067300 PPD ID: 4760039224","804.00","debit","Credit Card Payment","Day to Day","",""
"5/01/2015","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA           05/01 Purchase $35.","55.17","debit","Groceries","Day to Day","",""
"5/01/2015","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"5/01/2015","Transfer from Day to Day","AUTOMATIC PAYMENT - THANK","804.00","credit","Credit Card Payment","CREDIT CARD","",""
"4/30/2015","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"4/30/2015","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","2073.45","credit","Paycheck","Day to Day","",""
"4/29/2015","Kiki Japanese Restaurant","KIKI JAPANESE RESTAU SAN FRANCISCO CA        04/27","9.66","debit","Restaurants","Day to Day","",""
"4/29/2015","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","400.00","debit","Transfer","Day to Day","",""
"4/27/2015","Philz Coffee, Inc.","SQ *PHILZ COFFEE INC. C BerkeleyCA          04/25","13.75","debit","Fast Food","Day to Day","",""
"4/27/2015","Dumpling Kitchen Llc.","DUMPLING KITCHEN SAN FRANCISCO CA            04/24","38.00","debit","Uncategorized","Day to Day","",""
"4/27/2015","Black Diamond Cafe LLC","BLACK DIAMOND CAFE EMERYVILLE CA04/24","8.21","debit","Restaurants","Day to Day","",""
"4/27/2015","Safeway","SAFEWAY STORE     26 San Francisco CA482139  04/27","17.25","debit","Groceries","Day to Day","",""
"4/27/2015","Sqc Sharon Ca","SQC*SHARON .  / CA04/26","1100.00","debit","Mortgage & Rent","Day to Day","",""
"4/27/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 788671  04/26","11.87","debit","Groceries","Day to Day","",""
"4/27/2015","Green Apple Books","GREEN APPLE BOOKS","57.64","debit","Books","CREDIT CARD","",""
"4/27/2015","Chevron","CHEVRON 00090535","53.38","debit","Gas & Fuel","CREDIT CARD","",""
"4/26/2015","Clymb","THE CLYMB","87.94","debit","Uncategorized","CREDIT CARD","",""
"4/24/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 582373  04/24","5.41","debit","Groceries","Day to Day","",""
"4/24/2015","Nara Sushi","NARA SUSHI SAN FRANCISCO CA04/22","34.00","debit","Restaurants","Day to Day","",""
"4/24/2015","Shn Theatres","SHN THEATRES","225.00","debit","Movies & DVDs","CREDIT CARD","",""
"4/23/2015","AES","AES              STDNT LOANPPD ID: E231693362","274.34","debit","Student Loan","Day to Day","",""
"4/22/2015","Black Diamond Cafe LLC","BLACK DIAMOND CAFE EMERYVILLE CA04/20","8.21","debit","Restaurants","Day to Day","",""
"4/22/2015","Target","TARGET T2 TARGET T2767 OAKLAND CA            04/22","46.22","debit","Shopping","Day to Day","",""
"4/22/2015","Chevron","CHEVRON 00090535","49.88","debit","Gas & Fuel","CREDIT CARD","",""
"4/21/2015","Exo Www Exo","EXO, INC. WWW.EXO.CO NY04/20","0.99","debit","Uncategorized","Day to Day","",""
"4/20/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 108467  04/20","24.29","debit","Groceries","Day to Day","",""
"4/20/2015","Trader Joe's","TRADER JOE'S # 072 EMERYVILLE CA328132  04/20","17.63","debit","Groceries","Day to Day","",""
"4/20/2015","Beverages & More","BEVERAGES & MORE #116 EMERYVILLECA  584992  04/20","19.70","debit","Alcohol & Bars","Day to Day","",""
"4/20/2015","Trader Joe's","TRADER JOE'S #200 QP SAN FRANCISCO CA970785  04/17","19.60","debit","Groceries","Day to Day","",""
"4/20/2015","Fastrak","FASTRAK CSC 415-486-8655 CA04/18","65.00","debit","Auto & Transport","Day to Day","",""
"4/20/2015","Black Diamond Cafe LLC","BLACK DIAMOND CAFE EMERYVILLE CA04/17","8.21","debit","Restaurants","Day to Day","",""
"4/20/2015","Nob Hill Grille","NOB HILL GRILLE SAN FRANCISCO CA04/17","43.00","debit","Restaurants","Day to Day","",""
"4/20/2015","Sausalito Bakery & Cafe","SAUSALITO BAKERY & CAFE SAUSALITO CA         04/19","20.60","debit","Restaurants","Day to Day","",""
"4/20/2015","Le Beau Nob Hill Market","LE BEAU NOB HILL MAR SAN FRANCISCO CA897675  04/19","6.79","debit","Alcohol & Bars","Day to Day","",""
"4/20/2015","Whole Foods","WHOLEFDS FRK 100 176 San Francisco CA839087  04/18","6.05","debit","Groceries","Day to Day","",""
"4/20/2015","Zia's Delicatessen","ZIAS DELICATESSEN DAVIS CA04/18","16.25","debit","Restaurants","Day to Day","",""
"4/20/2015","Cafe Bernardo-Davis","CAFE BERNARDO DAVIS DAVIS CA04/18","10.01","debit","Restaurants","Day to Day","",""
"4/20/2015","Cafe Bernardo-Davis","CAFE BERNARDO DAVIS DAVIS CA04/18","30.02","debit","Restaurants","Day to Day","",""
"4/17/2015","AT&T","AT&T PARK CONCESS 76 SAN FRANCISCO CA        04/14","20.00","debit","Home Phone","Day to Day","",""
"4/17/2015","ATM Withdrawal","ATM WITHDRAWAL004905  04/17301 CLEME","60.00","debit","Cash & ATM","Day to Day","",""
"4/16/2015","Bamco Public H","BAMCO PUBLIC H532233 SAN FRANCISCO CA        04/14","16.00","debit","Uncategorized","Day to Day","",""
"4/16/2015","PayPal","PAYPAL           INST XFER  GOJALLC        WEB ID: PAYPALSI77","19.99","debit","Shopping","Day to Day","",""
"4/16/2015","Chevron","CHEVRON 00208478","48.98","debit","Gas & Fuel","CREDIT CARD","",""
"4/15/2015","Planet Granite B","PLANET GRANITE B DUESPPD ID: 2943391093","77.00","debit","Gym","Day to Day","",""
"4/15/2015","Trader Joe's","TRADER JOE'S # 072 EMERYVILLE CA04/15 Purchase $9.17 Cash Back $","49.17","debit","Groceries","Day to Day","",""
"4/15/2015","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","2093.37","credit","Paycheck","Day to Day","",""
"4/14/2015","Spotify","Spotify USA 877-778-1161 NY04/13","9.99","debit","Music","Day to Day","",""
"4/13/2015","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   225235  04/13","31.77","debit","Groceries","Day to Day","",""
"4/13/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 390817  04/13","27.23","debit","Groceries","Day to Day","",""
"4/13/2015","Raley's","RALEY'S #311 MANTECA CA210759  04/11","3.88","debit","Groceries","Day to Day","",""
"4/13/2015","Yosemite Np Bigoakfl","YOSEMITE NP-BIGOAKFL YOSEMITE NTPK CA        04/11","30.00","debit","Uncategorized","Day to Day","",""
"4/13/2015","Looking Glass Photo","LOOKING GLASS PHOTO","32.85","debit","Hobbies","CREDIT CARD","",""
"4/13/2015","Cruisers","CRUISERS MANTECA","27.08","debit","Gas & Fuel","CREDIT CARD","",""
"4/10/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 278717  04/10","6.09","debit","Groceries","Day to Day","",""
"4/10/2015","Safeway","SAFEWAY  STORE  1257 LIVERMORE CA    480765  04/10","7.49","debit","Groceries","Day to Day","",""
"4/09/2015","Changs Kitchen","CHANGS KITCHEN SAN FRANCISCO CA04/07","8.75","debit","Uncategorized","Day to Day","",""
"4/08/2015","Diamond.com","BLACK DIAMOND CAFE EMERYVILLE CA04/06","8.21","debit","Clothing","Day to Day","",""
"4/08/2015","Andronico's","ANDRONICOS MARKET 3 SAN FRANCISCO CA 211676  04/08","11.08","debit","Groceries","Day to Day","",""
"4/06/2015","Bruno's","BRUNO'S RESTAURANT SAN FRANCISCOCA          04/04","53.00","debit","Groceries","Day to Day","",""
"4/06/2015","Chevron","CHEVRON 00093535 SAN FRANCISCO CA            04/04","55.80","debit","Gas & Fuel","Day to Day","",""
"4/06/2015","Safeway","SAFEWAY STORE     26 San Francisco CA808689  04/05","29.23","debit","Groceries","Day to Day","",""
"4/06/2015","Diamond.com","BLACK DIAMOND CAFE EMERYVILLE CA04/03","8.21","debit","Clothing","Day to Day","",""
"4/06/2015","Emery Bay Cafe","EMERY BAY CAFE EMERYVILLE CA04/03","12.16","debit","Restaurants","Day to Day","",""
"4/06/2015","Cafe Golo","CAFE GOLO SAN FRANCISCO CA04/04","22.00","debit","Restaurants","Day to Day","",""
"4/06/2015","Cabin","CABIN SAN FRANCISCO CA04/04","25.00","debit","Uncategorized","Day to Day","",""
"4/03/2015","Oreilly Auto San","OREILLY AUTO  000352 SAN FRANCISCO CA        04/02","2.18","credit","Income","Day to Day","",""
"4/03/2015","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   845070  04/03","20.78","debit","Groceries","Day to Day","",""
"4/03/2015","Venmo Ccd Id","VENMO            PAYMENT    56683190        CCD ID: 2264681992","341.00","debit","Uncategorized","Day to Day","",""
"4/03/2015","Fastrak","FASTRAK CSC 415-486-8655 CA04/01","65.00","debit","Auto & Transport","Day to Day","",""
"4/03/2015","Masala Dosa","MASALA DOSA SAN FRANCISCO CA04/01","14.30","debit","Restaurants","Day to Day","",""
"4/02/2015","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","940.30","debit","Credit Card Payment","Day to Day","",""
"4/02/2015","Sports Basement","SPORTS BASEMENT BERKELEY","39.82","debit","Shopping","CREDIT CARD","",""
"4/01/2015","O'Reilly Auto Parts","OREILLY AUTO PARTS 345 EL CERRITO CA         04/01","25.28","debit","Service & Parts","Day to Day","",""
"4/01/2015","REI","REI #12 BERKELE 1338 S BERKELEYCA   810690  04/01","27.56","debit","Sporting Goods","Day to Day","",""
"4/01/2015","O'Reilly Auto Parts","OREILLY AUTO PARTS 345 EL CERRITO CA         04/01","11.54","debit","Service & Parts","Day to Day","",""
"4/01/2015","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"4/01/2015","Prana","PRANA 183706","53.34","debit","Restaurants","CREDIT CARD","",""
"4/01/2015","Transfer from Day to Day","AUTOMATIC PAYMENT - THANK","940.30","credit","Credit Card Payment","CREDIT CARD","",""
"3/31/2015","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"3/31/2015","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","2178.36","credit","Paycheck","Day to Day","",""
"3/31/2015","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","400.00","debit","Transfer","Day to Day","",""
